Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,28686,4,2,15,1.032,0.000%,98.92,883.891,15.523,9482.282
Login,28686,11,8,24,1.032,0.000%,98.92,1018.284,102.455,10924.711
List Products,28686,11,5,56,2.064,0.025%,98.92,11449.245,77.618,122803.317
Look at Product,28679,20,12,396,3.096,0.000%,98.92,10849.644,75.548,116364.37
Add Product to Cart,28679,21,13,36,2.064,0.000%,98.92,2680.622,173.865,28716.354
List Products with different page,28679,11,7,60,2.064,0.011%,98.92,11458.549,90.036,122734.678
Add Product 2 to Cart,28676,22,14,40,2.064,0.000%,98.92,2747.819,198.702,29424.951
Logout,28676,6,4,20,1.032,0.000%,98.92,1056.535,183.179,11312.32
TOTAL,229443,15,2,396,6.191,0.004%,793.406,42109.442,914.859,56470.752
