Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,41035,60,3,251,19.638,0.012%,140.378,1258.732,21.233,9501.966
Login,41030,102,1,346,23.771,0.044%,140.378,1468.522,105.155,11084.611
List Products,41012,172,7,607,45.475,0.032%,140.378,16268.82,69.766,122836.973
Look at Product,40999,318,13,826,64.078,0.126%,140.378,15015.178,67.744,113403.154
Add Product to Cart,40948,312,8,579,45.475,0.124%,139.368,3705.93,196.154,28025.818
List Products with different page,40897,170,1,625,42.375,0.036%,139.368,16235.212,117.288,122912.241
Add Product 2 to Cart,40882,329,15,631,47.542,0.066%,139.368,3796.567,260.865,28752.043
Logout,40855,76,4,292,22.737,0.046%,139.368,1500.092,239.632,11370.422
TOTAL,327659,192,1,826,109.553,0.061%,1117.976,59242.945,1077.837,55992.642
