Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,40951,58,3,240,19.371,0.012%,135.241,1203.213,21.013,9376.458
Login,40946,98,1,330,23.448,0.044%,135.241,1403.75,104.066,10938.198
List Products,40928,165,7,580,44.857,0.032%,135.241,15551.247,69.044,121214.461
Look at Product,40915,305,13,789,63.208,0.126%,135.241,14352.9,67.043,111905.25
Add Product to Cart,40864,299,8,553,44.857,0.124%,134.268,3542.472,194.123,27655.634
List Products with different page,40813,163,1,597,41.799,0.036%,134.268,15519.122,116.074,121288.734
Add Product 2 to Cart,40798,316,15,602,46.896,0.066%,134.268,3629.111,258.164,28372.267
Logout,40771,73,4,279,22.428,0.046%,134.268,1433.927,237.151,11220.234
TOTAL,326989,184,1,789,108.065,0.061%,1077.062,56629.902,1066.679,55253.054
