"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:35:08,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:10,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:12,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:14,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:16,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:18,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:20,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:22,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:24,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:26,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:35:28,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:30,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:32,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:34,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:36,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:38,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
2025-04-23 20:35:40,229 MiB,1.34 GiB,1.23 GiB,1.04 GiB,512 MiB,1.35 GiB,2.52 GiB
