"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:35:04,2.84%,79.8%,56.5%,0.935%,0.274%,20.8%,146%
2025-04-23 20:35:05,2.86%,80.3%,56.5%,0.936%,0.274%,21.0%,147%
2025-04-23 20:35:06,2.86%,80.3%,56.9%,0.941%,0.274%,21.1%,147%
2025-04-23 20:35:07,2.88%,80.9%,57.2%,0.939%,0.274%,21.1%,148%
2025-04-23 20:35:08,2.90%,80.7%,57.3%,0.938%,0.274%,21.3%,149%
2025-04-23 20:35:09,2.92%,81.5%,57.5%,0.939%,0.275%,21.3%,149%
2025-04-23 20:35:10,2.92%,81.9%,57.3%,0.940%,0.275%,21.5%,150%
2025-04-23 20:35:11,2.94%,82.0%,58.0%,0.940%,0.275%,21.6%,150%
2025-04-23 20:35:12,2.94%,82.6%,58.4%,0.941%,0.275%,21.6%,151%
2025-04-23 20:35:13,2.97%,83.0%,58.7%,0.940%,0.275%,21.8%,152%
2025-04-23 20:35:14,2.97%,83.5%,58.8%,0.939%,0.275%,21.9%,153%
2025-04-23 20:35:15,2.99%,83.5%,59.2%,0.944%,0.275%,22.0%,154%
2025-04-23 20:35:16,3.01%,84.0%,59.5%,0.942%,0.275%,22.0%,154%
2025-04-23 20:35:17,3.02%,84.5%,59.6%,0.944%,0.276%,22.1%,155%
2025-04-23 20:35:18,3.03%,84.8%,60.0%,0.942%,0.275%,22.2%,155%
2025-04-23 20:35:19,3.05%,85.3%,60.3%,0.941%,0.275%,22.3%,156%
2025-04-23 20:35:20,3.07%,85.8%,60.3%,0.943%,0.275%,22.4%,157%
2025-04-23 20:35:21,3.07%,85.8%,60.5%,0.941%,0.275%,22.5%,158%
2025-04-23 20:35:22,3.09%,86.4%,61.0%,0.941%,0.276%,22.5%,158%
2025-04-23 20:35:23,3.08%,86.5%,61.3%,0.937%,0.275%,22.7%,159%
2025-04-23 20:35:24,3.12%,87.1%,61.3%,0.937%,0.276%,22.8%,160%
2025-04-23 20:35:25,3.13%,87.5%,61.7%,0.943%,0.276%,22.8%,160%
2025-04-23 20:35:26,3.14%,88.0%,62.0%,0.939%,0.276%,23.0%,161%
2025-04-23 20:35:27,3.16%,88.3%,62.1%,0.941%,0.276%,23.1%,162%
