Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,28455,4,2,15,1.004,0.000%,92.653,838.488,13.837,9153.112
Login,28455,11,8,24,1.329,0.000%,92.653,966.069,94.24,10545.904
List Products,28455,11,5,54,1.822,0.025%,92.655,10859.601,71.014,118543.092
Look at Product,28448,18,12,378,2.944,0.000%,92.658,10290.624,69.909,112328.31
Add Product to Cart,28448,19,13,34,2.176,0.000%,92.771,2542.605,160.262,27720.436
List Products with different page,28448,11,7,57,2.019,0.011%,92.775,10867.66,82.642,118477.344
Add Product 2 to Cart,28445,20,14,38,2.206,0.000%,92.791,2605.87,182.555,28403.861
Logout,28445,6,4,20,1.349,0.000%,92.795,1001.882,168.185,10920.042
TOTAL,227602,13,2,378,5.79,0.004%,741.048,39939.67,841.558,54511.612
