"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:26:34,673 kB/s,1.23 MB/s,22.4 MB/s,590 B/s,1.25 kB/s,92.2 kB/s,29.0 MB/s
2025-04-23 20:26:36,673 kB/s,1.21 MB/s,23.0 MB/s,678 B/s,1.62 kB/s,96.6 kB/s,29.2 MB/s
2025-04-23 20:26:38,724 kB/s,1.22 MB/s,23.3 MB/s,377 B/s,1.53 kB/s,98.6 kB/s,29.0 MB/s
2025-04-23 20:26:40,683 kB/s,1.13 MB/s,21.1 MB/s,850 B/s,1.26 kB/s,89.4 kB/s,27.6 MB/s
2025-04-23 20:26:42,665 kB/s,1.17 MB/s,22.9 MB/s,0 B/s,846 B/s,98.6 kB/s,29.2 MB/s
2025-04-23 20:26:44,736 kB/s,1.16 MB/s,24.2 MB/s,587 B/s,1.63 kB/s,106 kB/s,29.9 MB/s
2025-04-23 20:26:46,661 kB/s,1.20 MB/s,22.2 MB/s,642 B/s,1.55 kB/s,97.4 kB/s,28.8 MB/s
2025-04-23 20:26:48,634 kB/s,1.11 MB/s,21.6 MB/s,476 B/s,1.66 kB/s,86.7 kB/s,26.2 MB/s
2025-04-23 20:26:50,664 kB/s,1.20 MB/s,23.8 MB/s,632 B/s,762 B/s,101 kB/s,32.2 MB/s
2025-04-23 20:26:52,661 kB/s,1.17 MB/s,21.9 MB/s,278 B/s,1.31 kB/s,94.0 kB/s,28.4 MB/s
2025-04-23 20:26:54,675 kB/s,1.20 MB/s,22.4 MB/s,351 B/s,1.33 kB/s,98.3 kB/s,28.2 MB/s
2025-04-23 20:26:56,678 kB/s,1.23 MB/s,23.3 MB/s,424 B/s,1.05 kB/s,101 kB/s,30.3 MB/s
2025-04-23 20:26:58,710 kB/s,1.25 MB/s,23.9 MB/s,637 B/s,1.26 kB/s,88.3 kB/s,30.7 MB/s
2025-04-23 20:27:00,690 kB/s,1.08 MB/s,22.7 MB/s,604 B/s,1.20 kB/s,91.2 kB/s,27.4 MB/s
2025-04-23 20:27:02,633 kB/s,1.20 MB/s,21.8 MB/s,325 B/s,1.56 kB/s,96.9 kB/s,29.5 MB/s
2025-04-23 20:27:04,656 kB/s,1.18 MB/s,22.8 MB/s,308 B/s,1.63 kB/s,96.4 kB/s,28.2 MB/s
2025-04-23 20:27:06,647 kB/s,1.13 MB/s,22.2 MB/s,396 B/s,1.32 kB/s,89.3 kB/s,28.1 MB/s
2025-04-23 20:27:08,683 kB/s,1.22 MB/s,23.0 MB/s,652 B/s,1.55 kB/s,97.6 kB/s,28.5 MB/s
2025-04-23 20:27:10,674 kB/s,1.17 MB/s,21.5 MB/s,280 B/s,1.53 kB/s,96.3 kB/s,26.6 MB/s
2025-04-23 20:27:12,638 kB/s,1.07 MB/s,23.9 MB/s,571 B/s,915 B/s,95.3 kB/s,29.1 MB/s
2025-04-23 20:27:14,676 kB/s,1.18 MB/s,23.3 MB/s,400 B/s,1.99 kB/s,88.9 kB/s,28.9 MB/s
2025-04-23 20:27:16,663 kB/s,1.17 MB/s,22.2 MB/s,0 B/s,1.36 kB/s,90.8 kB/s,28.7 MB/s
2025-04-23 20:27:18,713 kB/s,1.20 MB/s,21.9 MB/s,574 B/s,1.61 kB/s,98.4 kB/s,29.2 MB/s
2025-04-23 20:27:20,670 kB/s,1.19 MB/s,23.4 MB/s,299 B/s,1.31 kB/s,95.0 kB/s,27.9 MB/s
2025-04-23 20:27:22,661 kB/s,1.15 MB/s,22.0 MB/s,378 B/s,1.22 kB/s,95.7 kB/s,26.5 MB/s
2025-04-23 20:27:24,693 kB/s,1.14 MB/s,21.2 MB/s,526 B/s,793 B/s,96.9 kB/s,29.6 MB/s
2025-04-23 20:27:26,655 kB/s,1.15 MB/s,22.5 MB/s,589 B/s,1.11 kB/s,92.5 kB/s,27.7 MB/s
2025-04-23 20:27:28,657 kB/s,1.15 MB/s,21.7 MB/s,564 B/s,1.30 kB/s,92.3 kB/s,27.5 MB/s
2025-04-23 20:27:30,737 kB/s,1.36 MB/s,24.9 MB/s,344 B/s,1.44 kB/s,97.0 kB/s,28.3 MB/s
2025-04-23 20:27:32,697 kB/s,1.10 MB/s,22.4 MB/s,373 B/s,1.18 kB/s,88.3 kB/s,27.1 MB/s
2025-04-23 20:27:34,760 kB/s,1.14 MB/s,23.2 MB/s,577 B/s,1.22 kB/s,100.0 kB/s,29.7 MB/s
2025-04-23 20:27:36,650 kB/s,1.23 MB/s,23.0 MB/s,0 B/s,1.64 kB/s,94.8 kB/s,30.0 MB/s
2025-04-23 20:27:38,724 kB/s,1.15 MB/s,21.8 MB/s,684 B/s,973 B/s,94.7 kB/s,27.5 MB/s
2025-04-23 20:27:40,695 kB/s,1.23 MB/s,23.2 MB/s,998 B/s,1.79 kB/s,97.3 kB/s,28.9 MB/s
2025-04-23 20:27:42,660 kB/s,1.16 MB/s,22.8 MB/s,218 B/s,744 B/s,89.9 kB/s,28.8 MB/s
2025-04-23 20:27:44,672 kB/s,1.22 MB/s,22.5 MB/s,404 B/s,1.16 kB/s,104 kB/s,28.5 MB/s
2025-04-23 20:27:46,699 kB/s,1.27 MB/s,23.5 MB/s,571 B/s,1.73 kB/s,92.3 kB/s,30.8 MB/s
2025-04-23 20:27:48,649 kB/s,1.13 MB/s,22.4 MB/s,447 B/s,1.34 kB/s,89.2 kB/s,27.2 MB/s
2025-04-23 20:27:50,710 kB/s,1.26 MB/s,23.0 MB/s,819 B/s,1.73 kB/s,100 kB/s,29.8 MB/s
2025-04-23 20:27:52,652 kB/s,1.16 MB/s,21.2 MB/s,238 B/s,660 B/s,93.3 kB/s,28.6 MB/s
2025-04-23 20:27:54,740 kB/s,1.25 MB/s,23.4 MB/s,322 B/s,1.05 kB/s,98.6 kB/s,29.8 MB/s
2025-04-23 20:27:56,649 kB/s,1.13 MB/s,23.2 MB/s,584 B/s,1.39 kB/s,97.9 kB/s,28.2 MB/s
2025-04-23 20:27:58,745 kB/s,1.30 MB/s,22.3 MB/s,404 B/s,1.38 kB/s,98.7 kB/s,30.3 MB/s
2025-04-23 20:28:00,622 kB/s,1.05 MB/s,20.7 MB/s,724 B/s,1.62 kB/s,86.7 kB/s,26.0 MB/s
2025-04-23 20:28:02,669 kB/s,1.17 MB/s,23.1 MB/s,225 B/s,1.22 kB/s,95.5 kB/s,28.8 MB/s
2025-04-23 20:28:04,674 kB/s,1.22 MB/s,20.9 MB/s,400 B/s,1.28 kB/s,98.7 kB/s,29.5 MB/s
2025-04-23 20:28:06,593 kB/s,1.03 MB/s,22.4 MB/s,399 B/s,962 B/s,82.7 kB/s,24.9 MB/s
2025-04-23 20:28:08,663 kB/s,1.12 MB/s,22.3 MB/s,620 B/s,1.37 kB/s,98.5 kB/s,28.6 MB/s
