"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:26:24,138 kB/s,1.07 MB/s,470 kB/s,398 B/s,1.51 kB/s,258 kB/s,23.6 MB/s
2025-04-23 20:26:26,140 kB/s,1.07 MB/s,454 kB/s,443 B/s,2.78 kB/s,234 kB/s,23.8 MB/s
2025-04-23 20:26:28,144 kB/s,1.10 MB/s,479 kB/s,344 B/s,2.12 kB/s,279 kB/s,25.2 MB/s
2025-04-23 20:26:30,145 kB/s,1.11 MB/s,476 kB/s,190 B/s,1.72 kB/s,269 kB/s,24.1 MB/s
2025-04-23 20:26:32,141 kB/s,1.12 MB/s,502 kB/s,311 B/s,1.78 kB/s,261 kB/s,25.4 MB/s
2025-04-23 20:26:34,143 kB/s,1.14 MB/s,478 kB/s,382 B/s,1.97 kB/s,254 kB/s,24.3 MB/s
2025-04-23 20:26:36,143 kB/s,1.13 MB/s,465 kB/s,466 B/s,2.20 kB/s,267 kB/s,24.6 MB/s
2025-04-23 20:26:38,154 kB/s,1.13 MB/s,488 kB/s,276 B/s,2.07 kB/s,272 kB/s,24.3 MB/s
2025-04-23 20:26:40,145 kB/s,1.05 MB/s,427 kB/s,550 B/s,2.06 kB/s,246 kB/s,23.4 MB/s
2025-04-23 20:26:42,142 kB/s,1.09 MB/s,477 kB/s,0 B/s,1.54 kB/s,274 kB/s,24.5 MB/s
2025-04-23 20:26:44,156 kB/s,1.08 MB/s,499 kB/s,380 B/s,2.37 kB/s,291 kB/s,25.3 MB/s
2025-04-23 20:26:46,140 kB/s,1.11 MB/s,469 kB/s,416 B/s,2.31 kB/s,268 kB/s,24.4 MB/s
2025-04-23 20:26:48,135 kB/s,1.03 MB/s,439 kB/s,349 B/s,2.42 kB/s,239 kB/s,22.2 MB/s
2025-04-23 20:26:50,141 kB/s,1.11 MB/s,498 kB/s,409 B/s,1.39 kB/s,279 kB/s,26.9 MB/s
2025-04-23 20:26:52,141 kB/s,1.09 MB/s,439 kB/s,139 B/s,2.14 kB/s,260 kB/s,23.9 MB/s
2025-04-23 20:26:54,143 kB/s,1.11 MB/s,458 kB/s,176 B/s,2.01 kB/s,271 kB/s,23.8 MB/s
2025-04-23 20:26:56,144 kB/s,1.14 MB/s,483 kB/s,311 B/s,1.62 kB/s,280 kB/s,25.5 MB/s
2025-04-23 20:26:58,150 kB/s,1.15 MB/s,480 kB/s,412 B/s,1.72 kB/s,244 kB/s,25.8 MB/s
2025-04-23 20:27:00,147 kB/s,1.00 MB/s,485 kB/s,443 B/s,1.95 kB/s,251 kB/s,23.2 MB/s
2025-04-23 20:27:02,134 kB/s,1.11 MB/s,449 kB/s,163 B/s,2.40 kB/s,268 kB/s,24.8 MB/s
2025-04-23 20:27:04,139 kB/s,1.09 MB/s,473 kB/s,155 B/s,2.46 kB/s,266 kB/s,23.9 MB/s
2025-04-23 20:27:06,138 kB/s,1.04 MB/s,466 kB/s,290 B/s,2.03 kB/s,246 kB/s,23.6 MB/s
2025-04-23 20:27:08,145 kB/s,1.13 MB/s,481 kB/s,422 B/s,2.19 kB/s,270 kB/s,23.9 MB/s
2025-04-23 20:27:10,143 kB/s,1.08 MB/s,449 kB/s,140 B/s,2.16 kB/s,266 kB/s,22.4 MB/s
2025-04-23 20:27:12,136 kB/s,1.00 MB/s,489 kB/s,370 B/s,1.67 kB/s,264 kB/s,24.5 MB/s
2025-04-23 20:27:14,143 kB/s,1.09 MB/s,476 kB/s,293 B/s,2.71 kB/s,245 kB/s,24.4 MB/s
2025-04-23 20:27:16,140 kB/s,1.08 MB/s,466 kB/s,0 B/s,2.03 kB/s,251 kB/s,24.2 MB/s
2025-04-23 20:27:18,152 kB/s,1.12 MB/s,457 kB/s,372 B/s,2.19 kB/s,272 kB/s,24.6 MB/s
2025-04-23 20:27:20,142 kB/s,1.11 MB/s,483 kB/s,150 B/s,2.02 kB/s,262 kB/s,23.5 MB/s
2025-04-23 20:27:22,140 kB/s,1.07 MB/s,463 kB/s,190 B/s,1.92 kB/s,264 kB/s,22.2 MB/s
2025-04-23 20:27:24,148 kB/s,1.06 MB/s,434 kB/s,386 B/s,1.44 kB/s,267 kB/s,25.0 MB/s
2025-04-23 20:27:26,139 kB/s,1.07 MB/s,470 kB/s,381 B/s,1.51 kB/s,256 kB/s,23.4 MB/s
2025-04-23 20:27:28,140 kB/s,1.07 MB/s,455 kB/s,414 B/s,2.12 kB/s,255 kB/s,23.1 MB/s
2025-04-23 20:27:30,156 kB/s,1.26 MB/s,531 kB/s,173 B/s,2.21 kB/s,268 kB/s,23.8 MB/s
2025-04-23 20:27:32,148 kB/s,1.02 MB/s,464 kB/s,273 B/s,1.92 kB/s,243 kB/s,22.8 MB/s
2025-04-23 20:27:34,161 kB/s,1.05 MB/s,478 kB/s,374 B/s,1.65 kB/s,277 kB/s,25.0 MB/s
2025-04-23 20:27:36,138 kB/s,1.14 MB/s,490 kB/s,0 B/s,2.50 kB/s,262 kB/s,25.2 MB/s
2025-04-23 20:27:38,154 kB/s,1.07 MB/s,453 kB/s,443 B/s,1.59 kB/s,262 kB/s,23.1 MB/s
2025-04-23 20:27:40,147 kB/s,1.14 MB/s,468 kB/s,647 B/s,2.53 kB/s,268 kB/s,24.3 MB/s
2025-04-23 20:27:42,140 kB/s,1.08 MB/s,465 kB/s,109 B/s,1.34 kB/s,249 kB/s,24.3 MB/s
2025-04-23 20:27:44,143 kB/s,1.13 MB/s,477 kB/s,296 B/s,1.64 kB/s,288 kB/s,23.9 MB/s
2025-04-23 20:27:46,148 kB/s,1.18 MB/s,494 kB/s,370 B/s,2.64 kB/s,256 kB/s,26.0 MB/s
2025-04-23 20:27:48,138 kB/s,1.05 MB/s,467 kB/s,392 B/s,1.74 kB/s,246 kB/s,23.1 MB/s
2025-04-23 20:27:50,150 kB/s,1.17 MB/s,495 kB/s,562 B/s,2.59 kB/s,277 kB/s,25.1 MB/s
2025-04-23 20:27:52,139 kB/s,1.08 MB/s,429 kB/s,119 B/s,1.20 kB/s,257 kB/s,24.2 MB/s
2025-04-23 20:27:54,157 kB/s,1.16 MB/s,482 kB/s,161 B/s,1.91 kB/s,272 kB/s,25.0 MB/s
2025-04-23 20:27:56,138 kB/s,1.05 MB/s,473 kB/s,378 B/s,2.03 kB/s,270 kB/s,23.9 MB/s
2025-04-23 20:27:58,158 kB/s,1.21 MB/s,458 kB/s,296 B/s,2.12 kB/s,273 kB/s,25.6 MB/s
2025-04-23 20:28:00,132 kB/s,973 kB/s,423 kB/s,469 B/s,2.64 kB/s,240 kB/s,21.8 MB/s
2025-04-23 20:28:02,142 kB/s,1.08 MB/s,476 kB/s,113 B/s,1.84 kB/s,263 kB/s,24.0 MB/s
2025-04-23 20:28:04,143 kB/s,1.13 MB/s,448 kB/s,200 B/s,2.10 kB/s,273 kB/s,24.8 MB/s
2025-04-23 20:28:06,126 kB/s,953 kB/s,462 kB/s,200 B/s,1.43 kB/s,229 kB/s,21.2 MB/s
2025-04-23 20:28:08,141 kB/s,1.04 MB/s,486 kB/s,454 B/s,1.86 kB/s,272 kB/s,24.0 MB/s
2025-04-23 20:28:10,136 kB/s,1.05 MB/s,431 kB/s,308 B/s,1.71 kB/s,239 kB/s,23.1 MB/s
2025-04-23 20:28:12,149 kB/s,1.15 MB/s,438 kB/s,179 B/s,1.95 kB/s,282 kB/s,25.0 MB/s
2025-04-23 20:28:14,147 kB/s,1.11 MB/s,467 kB/s,380 B/s,2.29 kB/s,237 kB/s,23.0 MB/s
2025-04-23 20:28:16,138 kB/s,1.02 MB/s,451 kB/s,202 B/s,2.21 kB/s,238 kB/s,22.4 MB/s
2025-04-23 20:28:18,139 kB/s,1.08 MB/s,458 kB/s,471 B/s,2.66 kB/s,273 kB/s,24.0 MB/s
2025-04-23 20:28:20,149 kB/s,1.14 MB/s,491 kB/s,308 B/s,1.58 kB/s,271 kB/s,25.1 MB/s
2025-04-23 20:28:22,139 kB/s,1.06 MB/s,450 kB/s,167 B/s,2.07 kB/s,252 kB/s,24.8 MB/s
2025-04-23 20:28:24,135 kB/s,1.06 MB/s,424 kB/s,321 B/s,1.62 kB/s,240 kB/s,23.6 MB/s
2025-04-23 20:28:26,131 kB/s,1.15 MB/s,465 kB/s,438 B/s,2.49 kB/s,269 kB/s,24.6 MB/s
2025-04-23 20:28:28,155 kB/s,1.09 MB/s,467 kB/s,330 B/s,2.22 kB/s,242 kB/s,22.8 MB/s
2025-04-23 20:28:30,147 kB/s,1.13 MB/s,466 kB/s,162 B/s,1.70 kB/s,276 kB/s,25.5 MB/s
2025-04-23 20:28:32,139 kB/s,1.07 MB/s,463 kB/s,373 B/s,2.03 kB/s,229 kB/s,22.2 MB/s
2025-04-23 20:28:34,144 kB/s,1.12 MB/s,474 kB/s,277 B/s,2.53 kB/s,286 kB/s,25.8 MB/s
2025-04-23 20:28:36,153 kB/s,1.13 MB/s,494 kB/s,132 B/s,1.58 kB/s,265 kB/s,24.0 MB/s
2025-04-23 20:28:38,139 kB/s,1.06 MB/s,462 kB/s,398 B/s,1.67 kB/s,280 kB/s,23.9 MB/s
2025-04-23 20:28:40,147 kB/s,1.12 MB/s,461 kB/s,350 B/s,2.16 kB/s,264 kB/s,24.1 MB/s
2025-04-23 20:28:42,143 kB/s,1.14 MB/s,460 kB/s,167 B/s,1.92 kB/s,259 kB/s,25.5 MB/s
2025-04-23 20:28:44,137 kB/s,1.03 MB/s,432 kB/s,276 B/s,1.70 kB/s,245 kB/s,22.0 MB/s
2025-04-23 20:28:46,141 kB/s,1.13 MB/s,498 kB/s,149 B/s,2.38 kB/s,301 kB/s,26.0 MB/s
2025-04-23 20:28:48,147 kB/s,1.12 MB/s,461 kB/s,301 B/s,1.21 kB/s,268 kB/s,23.2 MB/s
2025-04-23 20:28:50,146 kB/s,1.14 MB/s,517 kB/s,335 B/s,1.39 kB/s,270 kB/s,26.0 MB/s
2025-04-23 20:28:52,141 kB/s,1.07 MB/s,453 kB/s,525 B/s,2.07 kB/s,258 kB/s,24.0 MB/s
2025-04-23 20:28:54,141 kB/s,1.05 MB/s,460 kB/s,165 B/s,1.84 kB/s,259 kB/s,23.3 MB/s
2025-04-23 20:28:56,139 kB/s,1.08 MB/s,457 kB/s,318 B/s,2.99 kB/s,268 kB/s,24.3 MB/s
2025-04-23 20:28:58,147 kB/s,1.14 MB/s,495 kB/s,0 B/s,1.49 kB/s,291 kB/s,24.4 MB/s
2025-04-23 20:29:00,153 kB/s,1.13 MB/s,512 kB/s,205 B/s,2.28 kB/s,265 kB/s,26.6 MB/s
