"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:03:18,557 kB/s,5.52 MB/s,1.65 MB/s,343 kB/s,1.90 kB/s,2.63 MB/s,58.8 MB/s
2025-04-23 20:03:20,558 kB/s,5.73 MB/s,1.70 MB/s,353 kB/s,1.61 kB/s,2.62 MB/s,61.7 MB/s
2025-04-23 20:03:22,539 kB/s,5.64 MB/s,1.73 MB/s,364 kB/s,1.83 kB/s,2.49 MB/s,62.8 MB/s
2025-04-23 20:03:24,569 kB/s,5.77 MB/s,1.77 MB/s,347 kB/s,2.47 kB/s,2.67 MB/s,65.3 MB/s
2025-04-23 20:03:26,566 kB/s,5.57 MB/s,1.76 MB/s,360 kB/s,1.84 kB/s,2.72 MB/s,61.1 MB/s
2025-04-23 20:03:28,552 kB/s,5.66 MB/s,1.74 MB/s,368 kB/s,1.98 kB/s,2.56 MB/s,62.6 MB/s
2025-04-23 20:03:30,564 kB/s,5.92 MB/s,1.81 MB/s,376 kB/s,1.51 kB/s,2.58 MB/s,67.5 MB/s
2025-04-23 20:03:32,519 kB/s,5.65 MB/s,1.70 MB/s,354 kB/s,1.58 kB/s,2.72 MB/s,62.2 MB/s
2025-04-23 20:03:34,554 kB/s,5.59 MB/s,1.73 MB/s,378 kB/s,1.69 kB/s,2.53 MB/s,61.0 MB/s
2025-04-23 20:03:36,543 kB/s,5.69 MB/s,1.76 MB/s,334 kB/s,2.62 kB/s,2.72 MB/s,62.9 MB/s
2025-04-23 20:03:38,530 kB/s,5.77 MB/s,1.81 MB/s,367 kB/s,1.30 kB/s,2.75 MB/s,64.6 MB/s
2025-04-23 20:03:40,573 kB/s,5.91 MB/s,1.84 MB/s,383 kB/s,1.82 kB/s,2.73 MB/s,66.8 MB/s
2025-04-23 20:03:42,548 kB/s,5.94 MB/s,1.75 MB/s,370 kB/s,2.05 kB/s,2.63 MB/s,65.1 MB/s
