"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:03:28,1.86 MB/s,5.65 MB/s,53.1 MB/s,181 kB/s,1.23 kB/s,1.97 MB/s,76.4 MB/s
2025-04-23 20:03:30,1.99 MB/s,5.96 MB/s,56.7 MB/s,185 kB/s,1.13 kB/s,1.98 MB/s,82.4 MB/s
2025-04-23 20:03:32,1.81 MB/s,5.66 MB/s,52.0 MB/s,173 kB/s,867 B/s,2.11 MB/s,76.9 MB/s
2025-04-23 20:03:34,1.86 MB/s,5.59 MB/s,52.3 MB/s,188 kB/s,1.24 kB/s,1.92 MB/s,75.2 MB/s
2025-04-23 20:03:36,1.83 MB/s,5.67 MB/s,52.3 MB/s,165 kB/s,1.76 kB/s,2.12 MB/s,77.4 MB/s
2025-04-23 20:03:38,1.85 MB/s,5.75 MB/s,54.6 MB/s,181 kB/s,707 B/s,2.10 MB/s,79.5 MB/s
2025-04-23 20:03:40,1.93 MB/s,5.94 MB/s,57.0 MB/s,187 kB/s,1.18 kB/s,2.10 MB/s,82.4 MB/s
2025-04-23 20:03:42,1.93 MB/s,5.95 MB/s,53.3 MB/s,181 kB/s,1.36 kB/s,2.04 MB/s,80.0 MB/s
2025-04-23 20:03:44,1.93 MB/s,5.91 MB/s,53.8 MB/s,176 kB/s,1.42 kB/s,2.10 MB/s,79.6 MB/s
2025-04-23 20:03:46,1.91 MB/s,5.91 MB/s,54.5 MB/s,184 kB/s,1.09 kB/s,1.92 MB/s,79.4 MB/s
2025-04-23 20:03:48,1.86 MB/s,5.60 MB/s,52.4 MB/s,179 kB/s,1.73 kB/s,2.05 MB/s,74.5 MB/s
2025-04-23 20:03:50,1.93 MB/s,6.05 MB/s,56.1 MB/s,179 kB/s,699 B/s,2.00 MB/s,81.2 MB/s
2025-04-23 20:03:52,1.83 MB/s,5.73 MB/s,52.4 MB/s,175 kB/s,1.55 kB/s,2.05 MB/s,77.7 MB/s
2025-04-23 20:03:54,1.94 MB/s,5.84 MB/s,53.8 MB/s,190 kB/s,1.19 kB/s,2.15 MB/s,79.3 MB/s
2025-04-23 20:03:56,1.94 MB/s,5.90 MB/s,57.2 MB/s,182 kB/s,1.44 kB/s,2.04 MB/s,82.0 MB/s
