Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,74814,42,1,494,41.20,0.021%,246.60081,2195.48,34.43,9116.6
Login,74798,54,2,492,42.68,0.039%,246.55051,2544.18,184.90,10566.8
List Products,74769,81,1,695,70.56,0.047%,246.46223,28545.87,124.92,118602.2
Look at Product,74732,159,8,725,79.78,0.054%,246.35245,28004.87,121.89,116406.3
Add Product to Cart,74692,167,9,748,87.70,0.047%,246.22627,6905.68,346.83,28719.2
List Products with different page,74657,77,0,710,59.16,0.007%,246.12144,28532.62,204.96,118711.3
Add Product 2 to Cart,74652,170,7,800,86.38,0.046%,246.10739,7066.59,454.84,29402.6
Logout,74618,53,3,459,45.80,0.005%,246.00828,2607.40,418.27,10853.2
TOTAL,597732,100,0,800,84.43,0.033%,1970.21596,106391.07,1890.78,55295.7
