"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 19:54:44,139 MiB,1.39 GiB,1.20 GiB,1.01 GiB,511 MiB,1.36 GiB,2.26 GiB
2025-04-23 19:54:46,140 MiB,1.39 GiB,1.20 GiB,1.01 GiB,511 MiB,1.36 GiB,2.26 GiB
2025-04-23 19:54:48,140 MiB,1.39 GiB,1.20 GiB,1.01 GiB,511 MiB,1.37 GiB,2.26 GiB
2025-04-23 19:54:50,141 MiB,1.39 GiB,1.20 GiB,1.01 GiB,511 MiB,1.36 GiB,2.26 GiB
2025-04-23 19:54:52,141 MiB,1.39 GiB,1.20 GiB,1.01 GiB,511 MiB,1.34 GiB,2.26 GiB
2025-04-23 19:54:54,141 MiB,1.39 GiB,1.20 GiB,1.01 GiB,511 MiB,1.34 GiB,2.26 GiB
2025-04-23 19:54:56,141 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.34 GiB,2.26 GiB
2025-04-23 19:54:58,141 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.34 GiB,2.27 GiB
2025-04-23 19:55:00,142 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.34 GiB,2.26 GiB
2025-04-23 19:55:02,142 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.34 GiB,2.26 GiB
2025-04-23 19:55:04,143 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.34 GiB,2.26 GiB
2025-04-23 19:55:06,143 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:08,143 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.36 GiB,2.26 GiB
2025-04-23 19:55:10,143 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.36 GiB,2.26 GiB
2025-04-23 19:55:12,144 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.37 GiB,2.26 GiB
2025-04-23 19:55:14,144 MiB,1.38 GiB,1.20 GiB,1.01 GiB,511 MiB,1.37 GiB,2.26 GiB
2025-04-23 19:55:16,144 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.35 GiB,2.26 GiB
2025-04-23 19:55:18,145 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.35 GiB,2.27 GiB
2025-04-23 19:55:20,145 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.35 GiB,2.26 GiB
2025-04-23 19:55:22,145 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.35 GiB,2.27 GiB
2025-04-23 19:55:24,146 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.35 GiB,2.27 GiB
2025-04-23 19:55:26,146 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.35 GiB,2.27 GiB
2025-04-23 19:55:28,146 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.35 GiB,2.27 GiB
2025-04-23 19:55:30,147 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.35 GiB,2.27 GiB
2025-04-23 19:55:32,147 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:34,147 MiB,1.32 GiB,1.18 GiB,1.01 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:36,148 MiB,1.32 GiB,1.18 GiB,1.02 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:38,148 MiB,1.32 GiB,1.18 GiB,1.02 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:40,148 MiB,1.32 GiB,1.18 GiB,1.02 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:42,149 MiB,1.32 GiB,1.18 GiB,1.02 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:44,149 MiB,1.32 GiB,1.20 GiB,1.02 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:46,149 MiB,1.32 GiB,1.20 GiB,1.02 GiB,511 MiB,1.36 GiB,2.27 GiB
2025-04-23 19:55:48,149 MiB,1.32 GiB,1.20 GiB,1.02 GiB,511 MiB,1.36 GiB,2.28 GiB
2025-04-23 19:55:50,150 MiB,1.33 GiB,1.20 GiB,1.02 GiB,511 MiB,1.36 GiB,2.28 GiB
2025-04-23 19:55:52,150 MiB,1.39 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
2025-04-23 19:55:54,150 MiB,1.39 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
2025-04-23 19:55:56,151 MiB,1.39 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
2025-04-23 19:55:58,151 MiB,1.39 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
2025-04-23 19:56:00,151 MiB,1.39 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
2025-04-23 19:56:02,152 MiB,1.39 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
2025-04-23 19:56:04,152 MiB,1.39 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
2025-04-23 19:56:06,153 MiB,1.39 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
2025-04-23 19:56:08,153 MiB,1.32 GiB,1.20 GiB,1.02 GiB,511 MiB,1.35 GiB,2.28 GiB
