"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 19:54:29,4.46%,58.2%,24.0%,9.83%,0.298%,36.3%,97.2%
2025-04-23 19:54:30,4.60%,59.5%,24.0%,9.91%,0.298%,37.4%,100%
2025-04-23 19:54:31,4.72%,59.7%,24.5%,10.0%,0.299%,37.9%,102%
2025-04-23 19:54:32,4.72%,61.2%,24.6%,10.1%,0.299%,38.6%,103%
2025-04-23 19:54:33,4.86%,61.4%,25.2%,10.2%,0.300%,38.7%,105%
2025-04-23 19:54:34,4.97%,62.8%,25.6%,10.4%,0.300%,39.3%,105%
2025-04-23 19:54:35,4.99%,64.0%,26.0%,10.4%,0.300%,40.2%,107%
2025-04-23 19:54:36,5.07%,63.8%,26.2%,10.6%,0.300%,40.5%,110%
2025-04-23 19:54:37,5.18%,65.6%,26.6%,10.6%,0.302%,41.0%,111%
2025-04-23 19:54:38,5.21%,66.7%,27.1%,10.7%,0.301%,41.8%,113%
2025-04-23 19:54:39,5.28%,67.6%,27.6%,10.7%,0.302%,42.0%,113%
2025-04-23 19:54:40,5.31%,68.0%,28.0%,10.9%,0.302%,42.7%,116%
2025-04-23 19:54:41,5.44%,69.4%,28.3%,11.0%,0.303%,43.0%,117%
2025-04-23 19:54:42,5.46%,70.6%,28.4%,11.2%,0.302%,43.5%,118%
2025-04-23 19:54:43,5.62%,70.9%,29.0%,11.2%,0.302%,44.2%,121%
2025-04-23 19:54:44,5.63%,72.5%,29.0%,11.3%,0.303%,44.4%,122%
2025-04-23 19:54:45,5.80%,73.4%,29.5%,11.4%,0.304%,45.3%,123%
2025-04-23 19:54:46,5.92%,74.6%,29.6%,11.4%,0.304%,46.1%,125%
2025-04-23 19:54:47,6.03%,75.5%,30.3%,11.7%,0.304%,46.8%,127%
2025-04-23 19:54:48,6.03%,75.8%,30.3%,11.8%,0.306%,47.1%,128%
2025-04-23 19:54:49,6.16%,76.9%,31.0%,11.9%,0.307%,47.8%,131%
2025-04-23 19:54:50,6.24%,78.2%,31.3%,12.0%,0.308%,48.1%,131%
2025-04-23 19:54:51,6.28%,78.5%,31.9%,12.2%,0.308%,48.9%,133%
2025-04-23 19:54:52,6.35%,80.0%,31.9%,12.3%,0.308%,49.8%,135%
