Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,1793,1981,1323,3910,466.74,0.223%,5.84986,52.01,0.82,9103.8
Login,1789,4059,687,7017,767.51,2.459%,5.86757,59.60,4.18,10401.3
List Products,1745,4455,282,8047,1171.55,3.381%,5.78291,644.69,2.71,114156.6
Look at Product,1686,5962,183,11742,1519.56,4.508%,5.68107,600.49,2.57,108236.9
Add Product to Cart,1610,6607,21,9919,842.46,0.621%,5.58655,153.01,7.68,28046.8
List Products with different page,1600,3862,3008,5464,423.24,0.188%,5.73310,660.65,4.74,117999.9
Add Product 2 to Cart,1597,6640,5551,10959,658.82,0.125%,5.81501,163.87,10.70,28857.0
Logout,1595,3215,1191,5913,687.35,0.125%,5.93997,62.92,10.05,10846.9
TOTAL,13415,4561,21,11742,1803.50,1.491%,43.76792,2274.79,40.06,53221.2
