Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,42386,15,2,57,3.997,0.003%,135.068,1199.21,20.73,9597.899
Login,42385,32,6,73,5.994,0.005%,135.068,1381.722,140.962,11058.844
List Products,42383,41,6,111,6.993,0.015%,135.068,15542.309,106.757,124431.493
Look at Product,42377,78,8,145,10.989,0.036%,135.068,14841.136,104.684,118826.643
Add Product to Cart,42361,80,5,147,9.991,0.036%,135.068,3660.532,239.427,29318.138
List Products with different page,42347,41,7,96,6.993,0.008%,135.068,15520.655,123.341,124339.361
Add Product 2 to Cart,42344,84,7,142,9.991,0.023%,135.068,3749.209,272.595,30037.981
Logout,42333,21,4,80,4.995,0.003%,135.068,1429.154,250.828,11450.658
TOTAL,338917,49,2,147,25.975,0.016%,1080.544,57313.619,1259.326,57384.905
