Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,41289,56,3,233,18.67,0.012%,137.33382,1230.42,20.25,9174.4
Login,41284,96,1,320,22.99,0.044%,137.31901,1435.15,101.94,10702.0
List Products,41266,161,7,562,43.90,0.032%,137.26553,15898.12,67.45,118599.9
Look at Product,41253,298,13,765,62.51,0.126%,137.22594,14672.95,65.71,109491.7
Add Product to Cart,41201,292,8,536,44.60,0.124%,137.05935,3621.78,191.40,27059.1
List Products with different page,41150,159,1,579,40.82,0.036%,136.89744,15865.27,114.54,118673.1
Add Product 2 to Cart,41135,308,15,584,46.01,0.066%,136.85209,3710.03,254.04,27760.4
Logout,41108,71,4,270,22.06,0.046%,136.76954,1466.35,233.70,10978.7
TOTAL,329686,180,1,765,106.75,0.061%,1096.57377,57892.36,1048.84,54060.9
