Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Home,39520,14,2,52,3.807,0.003%,130.023,1145.75,19.289,9084.798
Login,39519,31,6,67,5.478,0.005%,130.024,1320.18,131.42,10467.766
List Products,39517,40,6,101,7.017,0.015%,130.023,14853.807,98.98,117777.296
Look at Product,39511,74,8,132,10.743,0.036%,130.009,14183.169,97.37,112472.567
Add Product to Cart,39497,76,5,134,9.943,0.036%,129.97,3498.351,222.924,27750.17
List Products with different page,39483,40,7,86,6.885,0.008%,129.932,14832.424,114.949,117690.161
Add Product 2 to Cart,39480,80,7,129,10.227,0.023%,129.926,3583.097,253.815,28432
Logout,39471,20,4,73,4.577,0.003%,129.904,1365.661,233.781,10838.287
TOTAL,315999,47,2,134,26.103,0.016%,1039.641,54773.518,1172.278,54316.594
