"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:17:28,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:30,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:32,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:34,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:36,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:38,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,512 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:40,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:42,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,512 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:44,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:46,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:48,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,512 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:17:50,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:17:52,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:17:54,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:17:56,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:17:58,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:00,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:02,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:04,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:06,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:08,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:10,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:12,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:14,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:16,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:18,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:20,223 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:22,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:24,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:26,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:18:28,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:30,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:18:32,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:34,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:36,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.51 GiB
2025-04-23 20:18:38,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.34 GiB,2.50 GiB
2025-04-23 20:18:40,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,512 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:42,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.36 GiB,2.50 GiB
2025-04-23 20:18:44,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.36 GiB,2.50 GiB
2025-04-23 20:18:46,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:48,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:50,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:52,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:54,224 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:56,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:18:58,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:00,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:02,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:04,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:06,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:19:08,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:10,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:12,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:14,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:16,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:19:18,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:19:20,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:22,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:19:24,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:26,225 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
2025-04-23 20:19:28,226 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:19:30,226 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.51 GiB
2025-04-23 20:19:32,226 MiB,1.32 GiB,1.21 GiB,1.03 GiB,511 MiB,1.35 GiB,2.50 GiB
