"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:17:38,0 B/s,370 B/s,237 B/s,526 B/s,2.36 kB/s,236 B/s,657 B/s
2025-04-23 20:17:40,0 B/s,144 B/s,313 B/s,282 B/s,2.27 kB/s,125 B/s,172 B/s
2025-04-23 20:17:42,0 B/s,146 B/s,127 B/s,429 B/s,1.75 kB/s,208 B/s,162 B/s
2025-04-23 20:17:44,0 B/s,0 B/s,126 B/s,123 B/s,1.43 kB/s,191 B/s,686 B/s
2025-04-23 20:17:46,0 B/s,156 B/s,205 B/s,139 B/s,2.45 kB/s,176 B/s,773 B/s
2025-04-23 20:17:48,7.51 kB/s,121 B/s,24.8 kB/s,399 B/s,1.74 kB/s,48.1 kB/s,177 B/s
2025-04-23 20:17:50,39.0 kB/s,508 kB/s,140 kB/s,36.4 kB/s,1.87 kB/s,191 kB/s,4.93 MB/s
2025-04-23 20:17:52,72.9 kB/s,1.06 MB/s,275 kB/s,69.3 kB/s,2.13 kB/s,401 kB/s,12.9 MB/s
2025-04-23 20:17:54,109 kB/s,1.57 MB/s,439 kB/s,106 kB/s,2.24 kB/s,507 kB/s,17.5 MB/s
2025-04-23 20:17:56,127 kB/s,1.15 MB/s,347 kB/s,93.0 kB/s,1.49 kB/s,585 kB/s,15.5 MB/s
2025-04-23 20:17:58,88.9 kB/s,996 kB/s,272 kB/s,51.0 kB/s,2.32 kB/s,578 kB/s,10.6 MB/s
2025-04-23 20:18:00,126 kB/s,1.14 MB/s,370 kB/s,83.4 kB/s,1.35 kB/s,571 kB/s,11.5 MB/s
2025-04-23 20:18:02,113 kB/s,1.25 MB/s,396 kB/s,82.5 kB/s,2.09 kB/s,474 kB/s,14.9 MB/s
2025-04-23 20:18:04,98.6 kB/s,1.08 MB/s,327 kB/s,72.7 kB/s,2.14 kB/s,536 kB/s,11.5 MB/s
2025-04-23 20:18:06,106 kB/s,1.06 MB/s,318 kB/s,68.3 kB/s,2.14 kB/s,539 kB/s,12.0 MB/s
2025-04-23 20:18:08,109 kB/s,1.22 MB/s,359 kB/s,66.5 kB/s,1.89 kB/s,513 kB/s,13.5 MB/s
2025-04-23 20:18:10,116 kB/s,1.23 MB/s,371 kB/s,79.9 kB/s,1.97 kB/s,544 kB/s,13.4 MB/s
2025-04-23 20:18:12,127 kB/s,1.24 MB/s,354 kB/s,75.6 kB/s,1.86 kB/s,525 kB/s,13.3 MB/s
2025-04-23 20:18:14,102 kB/s,1.16 MB/s,381 kB/s,69.9 kB/s,1.67 kB/s,562 kB/s,12.8 MB/s
2025-04-23 20:18:16,126 kB/s,1.15 MB/s,341 kB/s,77.4 kB/s,1.98 kB/s,586 kB/s,12.8 MB/s
2025-04-23 20:18:18,94.0 kB/s,1.17 MB/s,380 kB/s,86.7 kB/s,2.10 kB/s,545 kB/s,14.0 MB/s
2025-04-23 20:18:20,135 kB/s,1.42 MB/s,436 kB/s,90.4 kB/s,1.86 kB/s,606 kB/s,16.6 MB/s
2025-04-23 20:18:22,105 kB/s,1.14 MB/s,360 kB/s,59.5 kB/s,1.45 kB/s,505 kB/s,13.8 MB/s
2025-04-23 20:18:24,134 kB/s,1.14 MB/s,339 kB/s,59.6 kB/s,1.54 kB/s,596 kB/s,11.3 MB/s
2025-04-23 20:18:26,118 kB/s,1.17 MB/s,374 kB/s,86.4 kB/s,1.63 kB/s,570 kB/s,13.1 MB/s
2025-04-23 20:18:28,116 kB/s,1.23 MB/s,406 kB/s,79.4 kB/s,1.93 kB/s,545 kB/s,14.3 MB/s
2025-04-23 20:18:30,109 kB/s,1.22 MB/s,350 kB/s,81.1 kB/s,1.87 kB/s,503 kB/s,13.7 MB/s
