"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:17:24,0.0544%,0.814%,1.06%,1.02%,0.222%,1.38%,1.48%
2025-04-23 20:17:25,0.0543%,0.817%,1.06%,1.02%,0.222%,1.38%,1.48%
2025-04-23 20:17:26,0.0543%,0.813%,1.06%,1.02%,0.223%,1.38%,1.48%
2025-04-23 20:17:27,0.0540%,0.816%,1.06%,1.02%,0.223%,1.39%,1.48%
2025-04-23 20:17:28,0.0541%,0.814%,1.06%,1.02%,0.223%,1.38%,1.48%
2025-04-23 20:17:29,0.0542%,0.814%,1.06%,1.02%,0.223%,1.38%,1.48%
2025-04-23 20:17:30,0.0540%,0.817%,1.06%,1.02%,0.222%,1.38%,1.49%
2025-04-23 20:17:31,0.0538%,0.812%,1.05%,1.02%,0.222%,1.38%,1.27%
2025-04-23 20:17:32,0.0541%,0.813%,1.05%,1.02%,0.222%,1.38%,1.27%
2025-04-23 20:17:33,0.0540%,0.810%,1.06%,1.02%,0.223%,1.38%,1.27%
2025-04-23 20:17:34,0.0540%,0.816%,1.05%,1.02%,0.223%,1.38%,1.27%
2025-04-23 20:17:35,0.0541%,0.812%,1.06%,1.02%,0.223%,1.38%,1.27%
2025-04-23 20:17:36,0.0539%,0.812%,1.05%,1.02%,0.222%,1.38%,1.27%
2025-04-23 20:17:37,0.0540%,0.813%,1.06%,1.02%,0.222%,1.38%,1.27%
2025-04-23 20:17:38,0.0541%,0.817%,1.05%,1.02%,0.222%,1.38%,1.27%
2025-04-23 20:17:39,0.0539%,0.817%,1.05%,1.02%,0.223%,1.38%,1.27%
2025-04-23 20:17:40,0.0537%,0.820%,1.06%,1.02%,0.222%,1.38%,1.27%
2025-04-23 20:17:41,0.0539%,0.816%,1.06%,1.02%,0.222%,1.38%,1.27%
2025-04-23 20:17:42,0.0536%,0.820%,1.06%,1.02%,0.222%,1.39%,1.27%
2025-04-23 20:17:43,0.0534%,0.817%,1.05%,1.02%,0.222%,1.39%,1.27%
2025-04-23 20:17:44,0.0533%,0.818%,1.05%,1.02%,0.222%,1.37%,1.27%
2025-04-23 20:17:45,0.0532%,0.817%,1.05%,1.02%,0.222%,1.37%,1.27%
2025-04-23 20:17:46,0.0532%,0.805%,1.05%,1.02%,0.223%,1.37%,1.27%
2025-04-23 20:17:47,0.0529%,0.804%,1.05%,1.02%,0.222%,1.37%,1.27%
2025-04-23 20:17:48,0.0538%,0.801%,1.06%,1.02%,0.223%,1.42%,1.27%
2025-04-23 20:17:49,0.0538%,0.849%,1.06%,1.02%,0.223%,1.42%,1.33%
2025-04-23 20:17:50,0.0576%,1.03%,1.07%,1.03%,0.223%,1.70%,1.46%
2025-04-23 20:17:51,0.0575%,1.03%,1.07%,1.03%,0.223%,1.86%,1.85%
2025-04-23 20:17:52,0.0651%,1.40%,1.19%,1.07%,0.223%,1.99%,2.17%
2025-04-23 20:17:53,0.0648%,1.90%,1.42%,1.12%,0.223%,2.21%,3.22%
2025-04-23 20:17:54,0.0805%,1.91%,1.42%,1.12%,0.223%,2.21%,3.24%
2025-04-23 20:17:55,0.117%,2.59%,1.72%,1.16%,0.224%,2.40%,4.14%
2025-04-23 20:17:56,0.152%,2.87%,1.83%,1.16%,0.223%,2.67%,4.16%
2025-04-23 20:17:57,0.153%,2.89%,1.83%,1.19%,0.223%,2.90%,5.01%
2025-04-23 20:17:58,0.172%,3.29%,1.94%,1.21%,0.224%,3.06%,5.01%
2025-04-23 20:17:59,0.197%,3.30%,2.07%,1.23%,0.225%,3.06%,5.83%
2025-04-23 20:18:00,0.217%,3.76%,2.08%,1.27%,0.225%,3.37%,5.86%
2025-04-23 20:18:01,0.236%,4.19%,2.25%,1.28%,0.226%,3.58%,6.78%
2025-04-23 20:18:02,0.236%,4.60%,2.48%,1.45%,0.227%,3.81%,6.79%
2025-04-23 20:18:03,0.254%,4.99%,2.49%,1.45%,0.228%,3.83%,7.83%
2025-04-23 20:18:04,0.254%,5.01%,2.69%,1.49%,0.229%,4.16%,8.64%
2025-04-23 20:18:05,0.299%,5.49%,2.79%,1.50%,0.229%,4.18%,8.68%
2025-04-23 20:18:06,0.327%,5.51%,2.87%,1.53%,0.230%,4.43%,9.37%
2025-04-23 20:18:07,0.345%,5.91%,2.88%,1.53%,0.231%,4.67%,9.78%
2025-04-23 20:18:08,0.345%,6.33%,3.10%,1.57%,0.231%,4.67%,10.5%
2025-04-23 20:18:09,0.380%,6.36%,3.12%,1.59%,0.232%,4.92%,10.6%
2025-04-23 20:18:10,0.401%,6.73%,3.30%,1.59%,0.234%,5.17%,11.3%
2025-04-23 20:18:11,0.420%,7.10%,3.30%,1.63%,0.233%,5.17%,11.4%
2025-04-23 20:18:12,0.446%,7.13%,3.45%,1.68%,0.235%,5.45%,12.1%
2025-04-23 20:18:13,0.448%,7.61%,3.61%,1.68%,0.234%,5.68%,13.0%
2025-04-23 20:18:14,0.468%,7.64%,3.61%,1.71%,0.234%,5.88%,13.0%
2025-04-23 20:18:15,0.492%,8.08%,3.76%,1.73%,0.233%,5.89%,13.7%
2025-04-23 20:18:16,0.528%,8.45%,3.86%,1.73%,0.234%,6.20%,13.8%
2025-04-23 20:18:17,0.528%,8.77%,3.97%,1.77%,0.234%,6.20%,14.5%
2025-04-23 20:18:18,0.542%,8.82%,4.11%,1.77%,0.234%,6.51%,15.1%
2025-04-23 20:18:19,0.576%,9.24%,4.12%,1.77%,0.234%,6.72%,15.1%
2025-04-23 20:18:20,0.578%,9.55%,4.26%,1.81%,0.234%,6.74%,15.9%
2025-04-23 20:18:21,0.600%,9.59%,4.26%,1.83%,0.234%,7.05%,16.6%
2025-04-23 20:18:22,0.615%,10.0%,4.50%,1.84%,0.235%,7.05%,16.7%
2025-04-23 20:18:23,0.642%,10.3%,4.58%,1.84%,0.235%,7.24%,17.3%
2025-04-23 20:18:24,0.683%,10.7%,4.73%,1.86%,0.236%,7.51%,17.8%
2025-04-23 20:18:25,0.683%,10.9%,4.75%,1.89%,0.236%,7.55%,17.8%
2025-04-23 20:18:26,0.695%,10.9%,4.92%,1.92%,0.236%,7.78%,18.6%
2025-04-23 20:18:27,0.726%,11.3%,4.93%,1.92%,0.237%,8.01%,19.3%
2025-04-23 20:18:28,0.726%,11.8%,5.18%,1.97%,0.237%,8.04%,19.9%
2025-04-23 20:18:29,0.757%,11.8%,5.33%,1.96%,0.238%,8.41%,20.7%
