"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:17:48,25.5 kB/s,241 B/s,478 kB/s,545 B/s,1.06 kB/s,31.0 kB/s,343 B/s
2025-04-23 20:17:50,158 kB/s,496 kB/s,3.82 MB/s,20.4 kB/s,1.18 kB/s,137 kB/s,6.10 MB/s
2025-04-23 20:17:52,321 kB/s,1.07 MB/s,8.53 MB/s,36.6 kB/s,1.31 kB/s,301 kB/s,15.5 MB/s
2025-04-23 20:17:54,482 kB/s,1.61 MB/s,15.0 MB/s,52.5 kB/s,1.48 kB/s,382 kB/s,21.0 MB/s
2025-04-23 20:17:56,378 kB/s,1.13 MB/s,9.56 MB/s,43.8 kB/s,802 B/s,459 kB/s,19.0 MB/s
2025-04-23 20:17:58,288 kB/s,976 kB/s,7.75 MB/s,26.6 kB/s,1.58 kB/s,442 kB/s,13.2 MB/s
2025-04-23 20:18:00,409 kB/s,1.12 MB/s,10.5 MB/s,41.8 kB/s,753 B/s,441 kB/s,14.2 MB/s
2025-04-23 20:18:02,437 kB/s,1.27 MB/s,12.8 MB/s,40.1 kB/s,1.29 kB/s,366 kB/s,18.3 MB/s
2025-04-23 20:18:04,372 kB/s,1.07 MB/s,9.51 MB/s,35.2 kB/s,1.39 kB/s,419 kB/s,14.2 MB/s
2025-04-23 20:18:06,338 kB/s,1.06 MB/s,8.93 MB/s,33.6 kB/s,1.68 kB/s,418 kB/s,14.8 MB/s
2025-04-23 20:18:08,363 kB/s,1.21 MB/s,10.9 MB/s,33.7 kB/s,1.01 kB/s,391 kB/s,16.6 MB/s
2025-04-23 20:18:10,410 kB/s,1.23 MB/s,11.3 MB/s,39.1 kB/s,1.32 kB/s,414 kB/s,16.5 MB/s
2025-04-23 20:18:12,417 kB/s,1.24 MB/s,11.0 MB/s,37.6 kB/s,1.18 kB/s,405 kB/s,16.3 MB/s
2025-04-23 20:18:14,349 kB/s,1.16 MB/s,11.2 MB/s,34.3 kB/s,916 B/s,435 kB/s,15.7 MB/s
2025-04-23 20:18:16,396 kB/s,1.13 MB/s,9.67 MB/s,37.6 kB/s,1.35 kB/s,454 kB/s,15.8 MB/s
2025-04-23 20:18:18,373 kB/s,1.16 MB/s,11.8 MB/s,42.9 kB/s,1.44 kB/s,413 kB/s,17.1 MB/s
2025-04-23 20:18:20,458 kB/s,1.43 MB/s,13.8 MB/s,44.1 kB/s,1.02 kB/s,472 kB/s,20.3 MB/s
2025-04-23 20:18:22,366 kB/s,1.14 MB/s,11.4 MB/s,28.2 kB/s,1.07 kB/s,386 kB/s,17.0 MB/s
2025-04-23 20:18:24,367 kB/s,1.11 MB/s,9.23 MB/s,29.2 kB/s,817 B/s,467 kB/s,14.3 MB/s
