"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:43:18,4.75 MB/s,8.40 MB/s,160 MB/s,526 B/s,1.88 kB/s,665 kB/s,199 MB/s
2025-04-23 20:43:20,4.64 MB/s,8.15 MB/s,157 MB/s,415 B/s,693 B/s,623 kB/s,203 MB/s
2025-04-23 20:43:22,4.59 MB/s,8.07 MB/s,150 MB/s,390 B/s,1.09 kB/s,655 kB/s,194 MB/s
2025-04-23 20:43:24,4.68 MB/s,8.28 MB/s,154 MB/s,259 B/s,1.25 kB/s,658 kB/s,197 MB/s
2025-04-23 20:43:26,4.71 MB/s,8.13 MB/s,157 MB/s,577 B/s,1.58 kB/s,639 kB/s,193 MB/s
2025-04-23 20:43:28,4.55 MB/s,8.42 MB/s,153 MB/s,465 B/s,1.13 kB/s,655 kB/s,199 MB/s
2025-04-23 20:43:30,4.69 MB/s,8.05 MB/s,155 MB/s,247 B/s,1.20 kB/s,665 kB/s,202 MB/s
2025-04-23 20:43:32,4.67 MB/s,8.20 MB/s,153 MB/s,638 B/s,992 B/s,659 kB/s,195 MB/s
2025-04-23 20:43:34,4.68 MB/s,8.52 MB/s,165 MB/s,426 B/s,919 B/s,666 kB/s,201 MB/s
2025-04-23 20:43:36,4.79 MB/s,8.30 MB/s,159 MB/s,259 B/s,1.38 kB/s,656 kB/s,207 MB/s
2025-04-23 20:43:38,4.66 MB/s,8.34 MB/s,153 MB/s,417 B/s,1.26 kB/s,666 kB/s,200 MB/s
2025-04-23 20:43:40,4.58 MB/s,8.18 MB/s,159 MB/s,322 B/s,1.68 kB/s,631 kB/s,197 MB/s
2025-04-23 20:43:42,4.72 MB/s,8.29 MB/s,153 MB/s,907 B/s,947 B/s,656 kB/s,196 MB/s
2025-04-23 20:43:44,4.70 MB/s,8.45 MB/s,160 MB/s,0 B/s,1.34 kB/s,657 kB/s,205 MB/s
2025-04-23 20:43:46,4.72 MB/s,8.38 MB/s,156 MB/s,284 B/s,1.66 kB/s,686 kB/s,202 MB/s
2025-04-23 20:43:48,4.64 MB/s,8.36 MB/s,158 MB/s,516 B/s,1.48 kB/s,648 kB/s,204 MB/s
2025-04-23 20:43:50,4.74 MB/s,8.29 MB/s,155 MB/s,536 B/s,1.67 kB/s,634 kB/s,200 MB/s
2025-04-23 20:43:52,4.62 MB/s,8.23 MB/s,157 MB/s,347 B/s,948 B/s,656 kB/s,198 MB/s
2025-04-23 20:43:54,4.72 MB/s,8.43 MB/s,153 MB/s,297 B/s,1.08 kB/s,635 kB/s,196 MB/s
2025-04-23 20:43:56,4.62 MB/s,8.11 MB/s,155 MB/s,455 B/s,1.81 kB/s,662 kB/s,195 MB/s
2025-04-23 20:43:58,4.72 MB/s,8.22 MB/s,158 MB/s,754 B/s,1.13 kB/s,644 kB/s,198 MB/s
2025-04-23 20:44:00,4.53 MB/s,8.10 MB/s,150 MB/s,232 B/s,1.78 kB/s,653 kB/s,192 MB/s
2025-04-23 20:44:02,4.68 MB/s,8.14 MB/s,156 MB/s,309 B/s,892 B/s,635 kB/s,198 MB/s
2025-04-23 20:44:04,4.67 MB/s,8.33 MB/s,157 MB/s,458 B/s,1.24 kB/s,659 kB/s,193 MB/s
2025-04-23 20:44:06,4.84 MB/s,8.55 MB/s,164 MB/s,751 B/s,1.30 kB/s,675 kB/s,203 MB/s
2025-04-23 20:44:08,4.73 MB/s,8.65 MB/s,159 MB/s,214 B/s,1.55 kB/s,630 kB/s,196 MB/s
2025-04-23 20:44:10,4.57 MB/s,8.20 MB/s,147 MB/s,599 B/s,970 B/s,649 kB/s,195 MB/s
2025-04-23 20:44:12,4.67 MB/s,8.14 MB/s,159 MB/s,218 B/s,1.19 kB/s,655 kB/s,192 MB/s
2025-04-23 20:44:14,4.78 MB/s,8.33 MB/s,154 MB/s,624 B/s,1.33 kB/s,674 kB/s,199 MB/s
2025-04-23 20:44:16,4.86 MB/s,8.58 MB/s,163 MB/s,388 B/s,1.72 kB/s,661 kB/s,206 MB/s
2025-04-23 20:44:18,4.65 MB/s,8.35 MB/s,156 MB/s,371 B/s,1.63 kB/s,671 kB/s,205 MB/s
2025-04-23 20:44:20,4.65 MB/s,8.26 MB/s,155 MB/s,364 B/s,1.06 kB/s,646 kB/s,196 MB/s
2025-04-23 20:44:22,4.69 MB/s,8.64 MB/s,154 MB/s,375 B/s,997 B/s,656 kB/s,197 MB/s
2025-04-23 20:44:24,4.63 MB/s,8.17 MB/s,159 MB/s,674 B/s,739 B/s,653 kB/s,198 MB/s
2025-04-23 20:44:26,4.57 MB/s,8.31 MB/s,149 MB/s,608 B/s,996 B/s,668 kB/s,192 MB/s
2025-04-23 20:44:28,4.70 MB/s,8.30 MB/s,157 MB/s,478 B/s,1.62 kB/s,667 kB/s,197 MB/s
2025-04-23 20:44:30,4.86 MB/s,8.44 MB/s,165 MB/s,898 B/s,871 B/s,665 kB/s,206 MB/s
2025-04-23 20:44:32,4.60 MB/s,8.33 MB/s,157 MB/s,231 B/s,1.64 kB/s,645 kB/s,196 MB/s
2025-04-23 20:44:34,4.65 MB/s,8.31 MB/s,156 MB/s,385 B/s,962 B/s,629 kB/s,197 MB/s
2025-04-23 20:44:36,4.54 MB/s,8.14 MB/s,153 MB/s,300 B/s,1.38 kB/s,655 kB/s,192 MB/s
2025-04-23 20:44:38,4.67 MB/s,8.10 MB/s,156 MB/s,409 B/s,1.46 kB/s,639 kB/s,201 MB/s
2025-04-23 20:44:40,4.63 MB/s,8.40 MB/s,151 MB/s,692 B/s,1.18 kB/s,644 kB/s,190 MB/s
2025-04-23 20:44:42,4.70 MB/s,8.20 MB/s,160 MB/s,242 B/s,1.28 kB/s,655 kB/s,200 MB/s
2025-04-23 20:44:44,4.69 MB/s,8.48 MB/s,157 MB/s,314 B/s,821 B/s,658 kB/s,203 MB/s
2025-04-23 20:44:46,4.70 MB/s,8.18 MB/s,157 MB/s,343 B/s,1.41 kB/s,642 kB/s,197 MB/s
2025-04-23 20:44:48,4.71 MB/s,8.44 MB/s,159 MB/s,531 B/s,1.18 kB/s,677 kB/s,202 MB/s
2025-04-23 20:44:50,4.77 MB/s,8.48 MB/s,161 MB/s,695 B/s,1.69 kB/s,661 kB/s,202 MB/s
2025-04-23 20:44:52,4.71 MB/s,8.49 MB/s,158 MB/s,243 B/s,1.15 kB/s,656 kB/s,199 MB/s
2025-04-23 20:44:54,4.65 MB/s,8.27 MB/s,153 MB/s,245 B/s,842 B/s,650 kB/s,195 MB/s
2025-04-23 20:44:56,4.76 MB/s,8.33 MB/s,154 MB/s,509 B/s,1.30 kB/s,652 kB/s,202 MB/s
2025-04-23 20:44:58,4.62 MB/s,8.37 MB/s,155 MB/s,766 B/s,1.51 kB/s,646 kB/s,196 MB/s
2025-04-23 20:45:00,4.79 MB/s,8.52 MB/s,160 MB/s,502 B/s,718 B/s,681 kB/s,206 MB/s
2025-04-23 20:45:02,4.67 MB/s,8.35 MB/s,153 MB/s,633 B/s,1.07 kB/s,628 kB/s,193 MB/s
2025-04-23 20:45:04,4.76 MB/s,8.31 MB/s,156 MB/s,342 B/s,820 B/s,665 kB/s,201 MB/s
2025-04-23 20:45:06,4.72 MB/s,8.51 MB/s,160 MB/s,406 B/s,1.57 kB/s,618 kB/s,200 MB/s
2025-04-23 20:45:08,4.66 MB/s,8.33 MB/s,155 MB/s,590 B/s,1.39 kB/s,665 kB/s,199 MB/s
2025-04-23 20:45:10,4.58 MB/s,8.36 MB/s,152 MB/s,218 B/s,1.18 kB/s,644 kB/s,201 MB/s
2025-04-23 20:45:12,4.61 MB/s,7.95 MB/s,153 MB/s,488 B/s,1.31 kB/s,668 kB/s,187 MB/s
2025-04-23 20:45:14,4.57 MB/s,8.27 MB/s,152 MB/s,612 B/s,1.28 kB/s,624 kB/s,195 MB/s
2025-04-23 20:45:16,4.70 MB/s,8.20 MB/s,158 MB/s,274 B/s,1.26 kB/s,658 kB/s,201 MB/s
2025-04-23 20:45:18,4.81 MB/s,8.43 MB/s,157 MB/s,508 B/s,1.73 kB/s,683 kB/s,201 MB/s
2025-04-23 20:45:20,4.64 MB/s,8.31 MB/s,160 MB/s,544 B/s,1.81 kB/s,630 kB/s,199 MB/s
2025-04-23 20:45:22,4.63 MB/s,8.28 MB/s,158 MB/s,246 B/s,1.05 kB/s,625 kB/s,194 MB/s
2025-04-23 20:45:24,4.63 MB/s,8.58 MB/s,153 MB/s,531 B/s,1.23 kB/s,633 kB/s,206 MB/s
2025-04-23 20:45:26,4.62 MB/s,8.27 MB/s,153 MB/s,623 B/s,1.15 kB/s,648 kB/s,193 MB/s
2025-04-23 20:45:28,4.78 MB/s,8.51 MB/s,156 MB/s,543 B/s,1.37 kB/s,671 kB/s,204 MB/s
2025-04-23 20:45:30,4.64 MB/s,8.15 MB/s,154 MB/s,386 B/s,1.11 kB/s,662 kB/s,197 MB/s
2025-04-23 20:45:32,4.66 MB/s,8.35 MB/s,157 MB/s,379 B/s,1.53 kB/s,652 kB/s,198 MB/s
2025-04-23 20:45:34,4.67 MB/s,8.23 MB/s,156 MB/s,628 B/s,830 B/s,621 kB/s,199 MB/s
2025-04-23 20:45:36,4.76 MB/s,8.43 MB/s,158 MB/s,264 B/s,1.72 kB/s,652 kB/s,198 MB/s
2025-04-23 20:45:38,4.58 MB/s,8.20 MB/s,157 MB/s,393 B/s,1.35 kB/s,624 kB/s,191 MB/s
2025-04-23 20:45:40,4.59 MB/s,8.47 MB/s,155 MB/s,398 B/s,1.34 kB/s,667 kB/s,196 MB/s
2025-04-23 20:45:42,4.66 MB/s,8.34 MB/s,156 MB/s,682 B/s,1.29 kB/s,654 kB/s,198 MB/s
2025-04-23 20:45:44,4.78 MB/s,8.19 MB/s,156 MB/s,277 B/s,1.34 kB/s,646 kB/s,195 MB/s
2025-04-23 20:45:46,4.64 MB/s,8.41 MB/s,155 MB/s,335 B/s,1.51 kB/s,664 kB/s,200 MB/s
2025-04-23 20:45:48,4.72 MB/s,8.27 MB/s,158 MB/s,411 B/s,1.09 kB/s,624 kB/s,198 MB/s
2025-04-23 20:45:50,4.72 MB/s,8.19 MB/s,157 MB/s,678 B/s,1.68 kB/s,674 kB/s,201 MB/s
2025-04-23 20:45:52,4.67 MB/s,8.22 MB/s,157 MB/s,783 B/s,731 B/s,639 kB/s,204 MB/s
2025-04-23 20:45:54,4.55 MB/s,8.29 MB/s,152 MB/s,218 B/s,1.56 kB/s,671 kB/s,197 MB/s
2025-04-23 20:45:56,4.68 MB/s,8.40 MB/s,156 MB/s,588 B/s,1.44 kB/s,627 kB/s,198 MB/s
2025-04-23 20:45:58,4.80 MB/s,8.64 MB/s,160 MB/s,508 B/s,969 B/s,685 kB/s,206 MB/s
2025-04-23 20:46:00,4.77 MB/s,8.45 MB/s,161 MB/s,333 B/s,870 B/s,666 kB/s,196 MB/s
2025-04-23 20:46:02,4.55 MB/s,8.05 MB/s,151 MB/s,542 B/s,1.45 kB/s,643 kB/s,192 MB/s
2025-04-23 20:46:04,4.60 MB/s,8.22 MB/s,157 MB/s,345 B/s,723 B/s,651 kB/s,199 MB/s
