"Time","docker-db-1","docker-persistence-1","docker-image-1","docker-recommender-1","docker-registry-1","docker-auth-1","docker-webui-1"
2025-04-23 20:43:14,983 kB/s,7.34 MB/s,3.08 MB/s,405 B/s,1.57 kB/s,1.81 MB/s,163 MB/s
2025-04-23 20:43:16,1.00 MB/s,7.66 MB/s,3.08 MB/s,432 B/s,1.97 kB/s,1.79 MB/s,168 MB/s
2025-04-23 20:43:18,1.00 MB/s,7.68 MB/s,3.26 MB/s,386 B/s,2.55 kB/s,1.86 MB/s,167 MB/s
2025-04-23 20:43:20,980 kB/s,7.43 MB/s,3.14 MB/s,208 B/s,1.24 kB/s,1.74 MB/s,170 MB/s
2025-04-23 20:43:22,971 kB/s,7.38 MB/s,3.12 MB/s,286 B/s,1.77 kB/s,1.83 MB/s,162 MB/s
2025-04-23 20:43:24,986 kB/s,7.56 MB/s,3.07 MB/s,130 B/s,1.96 kB/s,1.84 MB/s,166 MB/s
2025-04-23 20:43:26,994 kB/s,7.42 MB/s,3.14 MB/s,374 B/s,2.14 kB/s,1.78 MB/s,163 MB/s
2025-04-23 20:43:28,961 kB/s,7.68 MB/s,3.12 MB/s,341 B/s,1.84 kB/s,1.83 MB/s,165 MB/s
2025-04-23 20:43:30,990 kB/s,7.32 MB/s,3.11 MB/s,124 B/s,1.85 kB/s,1.86 MB/s,169 MB/s
2025-04-23 20:43:32,987 kB/s,7.52 MB/s,3.15 MB/s,413 B/s,1.81 kB/s,1.84 MB/s,163 MB/s
2025-04-23 20:43:34,990 kB/s,7.77 MB/s,3.30 MB/s,312 B/s,1.67 kB/s,1.86 MB/s,171 MB/s
2025-04-23 20:43:36,1.01 MB/s,7.57 MB/s,3.24 MB/s,130 B/s,1.87 kB/s,1.84 MB/s,172 MB/s
2025-04-23 20:43:38,986 kB/s,7.62 MB/s,3.12 MB/s,306 B/s,1.72 kB/s,1.86 MB/s,168 MB/s
2025-04-23 20:43:40,969 kB/s,7.49 MB/s,3.20 MB/s,161 B/s,2.53 kB/s,1.76 MB/s,165 MB/s
2025-04-23 20:43:42,997 kB/s,7.60 MB/s,3.08 MB/s,587 B/s,1.67 kB/s,1.80 MB/s,165 MB/s
2025-04-23 20:43:44,994 kB/s,7.74 MB/s,3.28 MB/s,0 B/s,1.96 kB/s,1.83 MB/s,170 MB/s
2025-04-23 20:43:46,998 kB/s,7.65 MB/s,3.14 MB/s,142 B/s,2.35 kB/s,1.92 MB/s,173 MB/s
2025-04-23 20:43:48,982 kB/s,7.65 MB/s,3.23 MB/s,378 B/s,2.01 kB/s,1.81 MB/s,170 MB/s
2025-04-23 20:43:50,1.00 MB/s,7.56 MB/s,3.14 MB/s,393 B/s,2.69 kB/s,1.78 MB/s,169 MB/s
2025-04-23 20:43:52,976 kB/s,7.51 MB/s,3.15 MB/s,174 B/s,1.50 kB/s,1.83 MB/s,166 MB/s
2025-04-23 20:43:54,998 kB/s,7.70 MB/s,3.11 MB/s,149 B/s,1.47 kB/s,1.77 MB/s,164 MB/s
2025-04-23 20:43:56,977 kB/s,7.41 MB/s,3.13 MB/s,334 B/s,2.68 kB/s,1.85 MB/s,165 MB/s
2025-04-23 20:43:58,995 kB/s,7.50 MB/s,3.16 MB/s,488 B/s,1.53 kB/s,1.79 MB/s,166 MB/s
2025-04-23 20:44:00,956 kB/s,7.43 MB/s,3.13 MB/s,116 B/s,2.66 kB/s,1.83 MB/s,159 MB/s
2025-04-23 20:44:02,988 kB/s,7.43 MB/s,3.10 MB/s,155 B/s,1.64 kB/s,1.77 MB/s,169 MB/s
2025-04-23 20:44:04,989 kB/s,7.65 MB/s,3.23 MB/s,336 B/s,1.81 kB/s,1.84 MB/s,159 MB/s
2025-04-23 20:44:06,1.02 MB/s,7.80 MB/s,3.29 MB/s,487 B/s,1.99 kB/s,1.88 MB/s,173 MB/s
2025-04-23 20:44:08,998 kB/s,7.89 MB/s,3.17 MB/s,107 B/s,2.20 kB/s,1.76 MB/s,163 MB/s
2025-04-23 20:44:10,966 kB/s,7.49 MB/s,3.03 MB/s,439 B/s,1.58 kB/s,1.81 MB/s,164 MB/s
2025-04-23 20:44:12,989 kB/s,7.45 MB/s,3.23 MB/s,109 B/s,1.87 kB/s,1.82 MB/s,162 MB/s
2025-04-23 20:44:14,1.01 MB/s,7.60 MB/s,3.14 MB/s,404 B/s,1.80 kB/s,1.88 MB/s,168 MB/s
2025-04-23 20:44:16,1.03 MB/s,7.83 MB/s,3.26 MB/s,195 B/s,2.62 kB/s,1.86 MB/s,175 MB/s
2025-04-23 20:44:18,984 kB/s,7.65 MB/s,3.14 MB/s,272 B/s,2.22 kB/s,1.88 MB/s,170 MB/s
2025-04-23 20:44:20,982 kB/s,7.52 MB/s,3.07 MB/s,183 B/s,1.74 kB/s,1.81 MB/s,166 MB/s
2025-04-23 20:44:22,992 kB/s,7.99 MB/s,3.13 MB/s,188 B/s,1.35 kB/s,1.83 MB/s,165 MB/s
2025-04-23 20:44:24,978 kB/s,7.43 MB/s,3.19 MB/s,436 B/s,1.33 kB/s,1.82 MB/s,167 MB/s
2025-04-23 20:44:26,964 kB/s,7.57 MB/s,2.94 MB/s,446 B/s,1.81 kB/s,1.87 MB/s,164 MB/s
2025-04-23 20:44:28,994 kB/s,7.55 MB/s,3.21 MB/s,419 B/s,2.19 kB/s,1.87 MB/s,166 MB/s
2025-04-23 20:44:30,1.03 MB/s,7.65 MB/s,3.23 MB/s,616 B/s,1.51 kB/s,1.85 MB/s,172 MB/s
2025-04-23 20:44:32,973 kB/s,7.63 MB/s,3.18 MB/s,116 B/s,2.67 kB/s,1.80 MB/s,164 MB/s
2025-04-23 20:44:34,981 kB/s,7.58 MB/s,3.19 MB/s,283 B/s,1.31 kB/s,1.76 MB/s,167 MB/s
2025-04-23 20:44:36,961 kB/s,7.44 MB/s,3.13 MB/s,151 B/s,2.25 kB/s,1.82 MB/s,161 MB/s
2025-04-23 20:44:38,985 kB/s,7.39 MB/s,3.12 MB/s,300 B/s,1.99 kB/s,1.79 MB/s,167 MB/s
2025-04-23 20:44:40,979 kB/s,7.69 MB/s,3.15 MB/s,448 B/s,1.92 kB/s,1.80 MB/s,161 MB/s
2025-04-23 20:44:42,994 kB/s,7.48 MB/s,3.24 MB/s,121 B/s,1.97 kB/s,1.83 MB/s,169 MB/s
2025-04-23 20:44:44,991 kB/s,7.74 MB/s,3.17 MB/s,157 B/s,1.51 kB/s,1.84 MB/s,167 MB/s
2025-04-23 20:44:46,993 kB/s,7.47 MB/s,3.15 MB/s,172 B/s,1.88 kB/s,1.80 MB/s,166 MB/s
2025-04-23 20:44:48,994 kB/s,7.71 MB/s,3.21 MB/s,389 B/s,1.61 kB/s,1.89 MB/s,171 MB/s
2025-04-23 20:44:50,1.01 MB/s,7.77 MB/s,3.27 MB/s,510 B/s,2.69 kB/s,1.85 MB/s,171 MB/s
2025-04-23 20:44:52,994 kB/s,7.75 MB/s,3.18 MB/s,122 B/s,1.81 kB/s,1.83 MB/s,167 MB/s
2025-04-23 20:44:54,985 kB/s,7.58 MB/s,3.12 MB/s,123 B/s,1.51 kB/s,1.82 MB/s,165 MB/s
2025-04-23 20:44:56,1.00 MB/s,7.59 MB/s,3.15 MB/s,373 B/s,1.84 kB/s,1.82 MB/s,168 MB/s
2025-04-23 20:44:58,977 kB/s,7.65 MB/s,3.12 MB/s,496 B/s,2.23 kB/s,1.81 MB/s,167 MB/s
2025-04-23 20:45:00,1.01 MB/s,7.78 MB/s,3.26 MB/s,368 B/s,1.36 kB/s,1.90 MB/s,173 MB/s
